,Hour,Generated power,TemperatureC,DewpointC,PressurehPa,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2
30,6,0.0,10.833333333333334,7.0,1021.0,281.0,0.25,0.9166666666666666,79.5,0.0,0.0,0.0
31,7,0.0,8.666666666666666,6.416666666666667,936.25,254.83333333333334,0.0,0.9166666666666666,77.66666666666667,0.0,0.08333333333333333,0.0
32,8,279.5833333333333,9.333333333333334,7.416666666666667,1022.0,248.0,0.0,1.0,88.0,0.0,1.0,45.5
33,9,309.75,10.083333333333334,8.0,1022.75,192.08333333333334,0.75,5.75,88.75,0.0,1.0,132.5
34,10,958.75,11.25,9.083333333333334,1023.0,155.58333333333334,0.0,3.9166666666666665,85.58333333333333,0.0,1.0,277.8333333333333
35,11,2023.0833333333333,12.666666666666666,9.0,1022.8333333333334,163.5,1.9166666666666667,11.583333333333334,78.5,0.0,1.0,355.8333333333333
36,12,2295.75,13.0,8.25,1022.0,200.58333333333334,5.833333333333333,13.666666666666666,72.75,0.0,1.0,385.4166666666667
37,13,1475.0,13.166666666666666,8.333333333333334,1022.0,194.25,4.75,13.333333333333334,73.83333333333333,0.0,1.0,290.3333333333333
38,14,1074.6666666666667,13.0,8.833333333333334,1022.0,194.5,5.583333333333333,13.75,74.33333333333333,0.0,1.0,225.25
39,15,488.3333333333333,13.0,9.0,1021.75,182.75,3.4166666666666665,11.0,77.0,0.0,1.0,79.58333333333333
40,16,299.1666666666667,12.416666666666666,9.5,1021.9166666666666,173.83333333333334,6.416666666666667,13.75,80.41666666666667,0.0,1.0,47.833333333333336
41,17,18.727272727272727,12.0,9.636363636363637,1021.6363636363636,154.54545454545453,1.7272727272727273,12.0,82.54545454545455,0.0,1.0,2.5454545454545454
42,18,0.0,12.0,10.0,1021.0,149.66666666666666,1.3333333333333333,9.25,84.58333333333333,0.0,1.0,0.0
43,19,0.0,11.166666666666666,9.083333333333334,1020.5833333333334,135.66666666666666,2.25,11.416666666666666,85.16666666666667,0.0,1.0,0.0
44,20,0.0,11.333333333333334,8.916666666666666,1020.25,142.25,3.25,11.333333333333334,84.41666666666667,0.0,1.0,0.0
45,21,0.0,11.916666666666666,8.833333333333334,1020.0,137.0,6.166666666666667,15.333333333333334,82.75,0.0,1.0,0.0
46,22,0.0,12.0,9.0,1020.0,143.5,5.916666666666667,16.5,81.5,0.0,1.0,0.0
47,23,0.0,12.0,9.166666666666666,1019.25,153.83333333333334,6.333333333333333,18.666666666666668,82.41666666666667,0.0,1.0,0.0
48,0,0.0,11.0,9.083333333333334,933.75,137.5,5.916666666666667,17.916666666666668,76.66666666666667,0.0,0.08333333333333333,0.0
49,1,0.0,11.0,9.0,932.4166666666666,144.5,9.583333333333334,23.916666666666668,74.66666666666667,0.0,0.0,0.0
50,2,0.0,12.0,10.0,1017.0,167.66666666666666,11.166666666666666,28.416666666666668,83.0,0.0,0.0,0.0
51,3,0.0,12.0,10.0,1016.25,168.33333333333334,9.583333333333334,21.416666666666668,84.0,0.0,0.0,0.0
52,4,0.0,12.666666666666666,10.0,1015.4166666666666,154.91666666666666,8.75,28.166666666666668,84.66666666666667,0.0,0.0,0.0
53,5,0.0,13.0,10.583333333333334,1014.8333333333334,161.58333333333334,14.833333333333334,30.583333333333332,84.83333333333333,0.0,0.0,0.0
54,6,0.0,12.083333333333334,11.0,1014.0,169.33333333333334,10.916666666666666,27.583333333333332,90.91666666666667,0.0,0.0,0.0
55,7,0.0,12.0,11.0,1014.0,182.5,15.833333333333334,28.083333333333332,92.83333333333333,1.0833333333333333,1.0,0.0
56,8,14.833333333333334,12.5,11.75,1014.0,161.33333333333334,10.666666666666666,23.083333333333332,94.83333333333333,4.75,4.666666666666667,2.0
57,9,127.16666666666667,13.0,12.0,1013.5833333333334,168.58333333333334,13.666666666666666,28.666666666666668,96.0,2.75,7.666666666666667,17.833333333333332
58,10,142.0,13.333333333333334,12.833333333333334,1013.1666666666666,179.33333333333334,11.583333333333334,29.166666666666668,96.16666666666667,1.5833333333333333,9.75,19.5
59,11,138.41666666666666,14.0,13.0,1012.9166666666666,191.66666666666666,9.583333333333334,30.5,97.0,6.833333333333333,14.583333333333334,18.416666666666668
60,12,156.36363636363637,14.0,13.727272727272727,1011.7272727272727,209.27272727272728,12.090909090909092,30.90909090909091,97.0,7.363636363636363,22.636363636363637,21.818181818181817
61,13,118.18181818181819,14.0,14.0,1011.1818181818181,197.72727272727272,7.636363636363637,34.36363636363637,97.0,5.545454545454546,29.818181818181817,15.818181818181818
62,14,71.54545454545455,14.272727272727273,14.272727272727273,1010.4545454545455,202.27272727272728,13.272727272727273,30.181818181818183,97.54545454545455,4.0,35.45454545454545,9.363636363636363
63,15,56.0,15.0,15.0,1010.0,203.66666666666666,11.083333333333334,28.25,98.0,2.4166666666666665,37.583333333333336,6.166666666666667
64,16,9.727272727272727,15.0,15.0,1010.0,218.45454545454547,11.0,28.09090909090909,98.0,5.454545454545454,43.36363636363637,1.0909090909090908
65,17,0.0,15.0,15.0,1009.3333333333334,227.75,12.5,25.25,98.0,3.1666666666666665,47.833333333333336,0.0
66,18,0.0,15.0,15.0,1009.9166666666666,251.41666666666666,3.4166666666666665,16.583333333333332,98.0,3.3333333333333335,51.333333333333336,0.0
67,19,0.0,13.416666666666666,13.166666666666666,1010.5,290.5833333333333,1.4166666666666667,6.583333333333333,98.0,3.9166666666666665,55.0,0.0
68,20,0.0,13.0,12.083333333333334,1011.0,276.1666666666667,0.5833333333333334,4.5,98.0,1.6666666666666667,57.75,0.0
69,21,0.0,13.0,12.5,1011.0833333333334,251.5,0.3333333333333333,3.25,98.0,2.0833333333333335,60.083333333333336,0.0
70,22,0.0,13.583333333333334,13.0,1011.0,230.58333333333334,0.4166666666666667,4.0,98.0,1.25,62.166666666666664,0.0
71,23,0.0,12.916666666666666,12.5,1011.0,269.25,0.0,1.1666666666666667,98.0,3.8333333333333335,61.833333333333336,0.0
72,0,0.0,11.0,10.25,926.75,264.1666666666667,0.0,0.5,89.83333333333333,0.5833333333333334,5.583333333333333,0.0
73,1,0.0,12.0,11.416666666666666,1010.5833333333334,261.75,0.0,2.0833333333333335,98.0,2.0,0.6666666666666666,0.0
74,2,0.0,12.0,11.083333333333334,1009.5833333333334,241.66666666666666,0.0,0.75,97.33333333333333,1.0,2.4166666666666665,0.0
75,3,0.0,12.0,11.333333333333334,1008.5833333333334,196.75,0.08333333333333333,0.3333333333333333,97.83333333333333,2.4166666666666665,4.25,0.0
76,4,0.0,12.0,11.333333333333334,1007.0833333333334,186.0,0.4166666666666667,4.666666666666667,97.66666666666667,4.5,8.416666666666666,0.0
77,5,0.0,12.083333333333334,11.583333333333334,1005.5,171.25,0.5833333333333334,5.0,97.83333333333333,4.75,13.666666666666666,0.0
78,6,0.0,13.833333333333334,13.75,1004.3333333333334,215.0,0.0,0.9166666666666666,98.0,5.083333333333333,19.833333333333332,0.0
79,7,0.0,14.833333333333334,14.833333333333334,1003.3333333333334,218.0,0.0,0.16666666666666666,98.16666666666667,2.9166666666666665,23.166666666666668,0.0
80,8,0.0,15.0,15.0,1003.0,233.16666666666666,0.0,0.08333333333333333,98.0,4.25,27.333333333333332,0.0
81,9,43.333333333333336,15.0,15.0,1003.0,213.75,0.0,0.25,98.0,3.4166666666666665,30.916666666666668,4.833333333333333
82,10,129.58333333333334,12.25,12.25,1003.5,304.4166666666667,0.3333333333333333,2.5,98.0,7.5,37.916666666666664,18.25
83,11,193.25,12.0,12.0,1003.0833333333334,312.5833333333333,0.25,2.6666666666666665,98.0,3.9166666666666665,42.416666666666664,27.583333333333332
84,12,334.6666666666667,11.166666666666666,11.083333333333334,1003.3333333333334,304.0833333333333,0.0,0.75,98.0,5.5,49.166666666666664,46.416666666666664
85,13,186.33333333333334,11.0,10.666666666666666,1003.3333333333334,328.0,0.16666666666666666,1.8333333333333333,97.66666666666667,4.25,53.416666666666664,34.416666666666664
86,14,206.54545454545453,11.0,10.090909090909092,1003.6363636363636,329.1818181818182,0.0,0.9090909090909091,97.0909090909091,1.7272727272727273,56.90909090909091,37.54545454545455
87,15,229.08333333333334,11.0,10.833333333333334,1004.5,329.0,0.0,0.16666666666666666,97.75,0.08333333333333333,58.0,33.083333333333336
88,16,139.58333333333334,11.0,11.0,1005.3333333333334,329.0,0.0,0.0,97.75,0.0,58.0,21.166666666666668
89,17,3.727272727272727,11.0,11.0,1006.4545454545455,313.3636363636364,0.18181818181818182,1.7272727272727273,97.45454545454545,0.0,58.0,0.45454545454545453
90,18,0.0,10.916666666666666,10.666666666666666,1007.0,318.0,0.0,1.5833333333333333,97.0,0.6666666666666666,58.5,0.0
91,19,0.0,10.0,10.0,1007.6666666666666,318.25,0.08333333333333333,1.5,97.0,0.0,59.083333333333336,0.0
92,20,0.0,9.166666666666666,9.166666666666666,924.75,295.25,1.1666666666666667,11.5,88.08333333333333,1.75,55.916666666666664,0.0
93,21,0.0,10.0,9.25,1009.0,323.5833333333333,0.25,1.75,93.25,0.0,61.0,0.0
94,22,0.0,10.25,7.833333333333333,1009.9166666666666,312.0,2.75,8.583333333333334,85.5,0.0,61.0,0.0
95,23,0.0,10.333333333333334,6.416666666666667,1010.0,306.75,1.5,5.583333333333333,75.66666666666667,0.0,61.0,0.0
96,0,0.0,8.333333333333334,5.833333333333333,841.6666666666666,228.58333333333334,0.0,3.9166666666666665,68.08333333333333,0.0,5.083333333333333,0.0
97,1,0.0,9.583333333333334,6.583333333333333,1010.0,285.0833333333333,0.8333333333333334,10.666666666666666,80.58333333333333,1.6666666666666667,0.75,0.0
98,2,0.0,9.75,6.666666666666667,1010.0,274.6666666666667,7.833333333333333,20.75,81.75,1.3333333333333333,2.1666666666666665,0.0
99,3,0.0,8.583333333333334,6.583333333333333,1010.0,285.9166666666667,10.833333333333334,30.666666666666668,86.83333333333333,5.166666666666667,8.5,0.0
100,4,0.0,9.0,6.666666666666667,1010.0,303.3333333333333,3.1666666666666665,11.166666666666666,85.25,0.25,11.0,0.0
101,5,0.0,9.166666666666666,6.25,1010.0,300.3333333333333,5.916666666666667,25.25,82.0,0.0,11.0,0.0
102,6,0.0,8.75,6.166666666666667,1010.0,300.3333333333333,12.166666666666666,24.5,82.5,0.0,11.083333333333334,0.0
103,7,0.0,8.416666666666666,5.833333333333333,1010.0833333333334,275.3333333333333,9.583333333333334,24.0,84.41666666666667,1.9166666666666667,15.0,0.0
104,8,101.63636363636364,7.636363636363637,5.545454545454546,1010.9090909090909,317.90909090909093,2.3636363636363638,14.727272727272727,84.9090909090909,3.0,16.181818181818183,13.909090909090908
105,9,291.3636363636364,7.636363636363637,5.818181818181818,1011.0909090909091,312.0,0.7272727272727273,4.090909090909091,86.72727272727273,0.09090909090909091,17.272727272727273,41.18181818181818
106,10,275.45454545454544,8.272727272727273,5.636363636363637,1011.5454545454545,279.45454545454544,1.9090909090909092,17.0,84.36363636363636,4.2727272727272725,19.0,38.72727272727273
107,11,463.6666666666667,7.333333333333333,5.833333333333333,1012.0,255.75,2.3333333333333335,7.083333333333333,89.83333333333333,1.75,21.416666666666668,64.66666666666667
108,12,1068.3636363636363,7.2727272727272725,6.181818181818182,1012.0,171.54545454545453,0.0,0.5454545454545454,90.81818181818181,0.36363636363636365,23.0,146.63636363636363
109,13,1262.4545454545455,8.181818181818182,6.818181818181818,1012.0,76.63636363636364,0.0,0.0,88.81818181818181,0.0,23.0,209.0
110,14,1107.3333333333333,8.916666666666666,6.583333333333333,1012.1666666666666,271.3333333333333,3.1666666666666665,17.25,85.08333333333333,2.4166666666666665,23.833333333333332,175.16666666666666
111,15,619.8333333333334,8.166666666666666,6.083333333333333,1013.0,313.9166666666667,0.16666666666666666,15.5,85.16666666666667,1.1666666666666667,25.333333333333332,82.66666666666667
112,16,245.16666666666666,8.583333333333334,6.0,1013.0,308.3333333333333,0.0,2.8333333333333335,84.33333333333333,0.0,26.0,40.083333333333336
113,17,18.818181818181817,8.818181818181818,6.0,1013.4545454545455,304.72727272727275,0.09090909090909091,5.545454545454546,81.0,0.0,26.0,2.727272727272727
114,18,0.0,8.583333333333334,6.0,1014.5,315.1666666666667,2.5,11.833333333333334,83.5,1.3333333333333333,26.916666666666668,0.0
115,19,0.0,8.0,6.083333333333333,1015.0,327.0,0.0,0.0,88.08333333333333,0.08333333333333333,27.0,0.0
116,20,0.0,7.333333333333333,5.916666666666667,930.9166666666666,299.75,0.0,0.0,82.41666666666667,0.0,25.0,0.0
117,21,0.0,8.0,6.666666666666667,1016.0,269.75,0.08333333333333333,1.0833333333333333,90.66666666666667,0.0,28.0,0.0
118,22,0.0,7.166666666666667,6.166666666666667,1016.4166666666666,288.75,0.25,2.25,92.25,1.8333333333333333,28.583333333333332,0.0
119,23,0.0,8.0,7.0,1017.0,331.75,0.08333333333333333,4.166666666666667,92.5,0.5833333333333334,30.0,0.0
120,0,0.0,5.916666666666667,5.083333333333333,847.25,274.1666666666667,0.0,0.6666666666666666,77.41666666666667,1.1666666666666667,2.6666666666666665,0.0
121,1,0.0,7.0,6.166666666666667,1016.1666666666666,185.0,0.08333333333333333,1.5,94.08333333333333,0.0,1.0,0.0
122,2,0.0,7.0,6.0,1016.9166666666666,113.0,0.0,1.5,95.0,0.75,1.0,0.0
123,3,0.0,7.0,6.0,1017.0,113.0,0.3333333333333333,2.1666666666666665,95.25,0.0,1.0,0.0
124,4,0.0,7.0,6.0,1016.75,113.0,0.8333333333333334,3.5,96.0,0.0,1.0,0.0
125,5,0.0,7.0,7.0,1016.25,113.0,0.25,1.8333333333333333,96.0,0.0,1.0,0.0
126,6,0.0,7.666666666666667,7.083333333333333,1016.0,114.58333333333333,1.0,4.583333333333333,96.0,0.0,1.0,0.0
127,7,0.0,8.583333333333334,7.916666666666667,1016.75,145.16666666666666,3.0,10.25,94.58333333333333,0.0,1.0,0.0
128,8,82.25,9.0,8.0,1016.8333333333334,161.16666666666666,2.1666666666666665,10.583333333333334,92.75,0.0,1.0,12.333333333333334
129,9,323.0,9.916666666666666,8.333333333333334,1016.75,162.5,2.4166666666666665,10.916666666666666,91.08333333333333,0.0,1.0,48.916666666666664
130,10,267.1666666666667,10.0,8.583333333333334,1016.5833333333334,159.16666666666666,5.0,14.25,91.75,1.5833333333333333,2.1666666666666665,39.166666666666664
131,11,334.8333333333333,10.25,9.833333333333334,1016.5833333333334,172.41666666666666,6.833333333333333,15.833333333333334,94.25,2.0833333333333335,4.75,47.5
132,12,297.4166666666667,10.75,10.0,1015.25,174.5,4.666666666666667,19.916666666666668,94.75,2.6666666666666665,7.166666666666667,42.75
133,13,241.41666666666666,11.0,11.0,1014.4166666666666,183.91666666666666,12.666666666666666,30.083333333333332,96.0,2.0,9.5,34.416666666666664
134,14,201.66666666666666,12.0,11.5,1013.75,200.0,11.25,33.916666666666664,96.16666666666667,2.6666666666666665,11.666666666666666,29.333333333333332
135,15,89.91666666666667,12.916666666666666,12.0,1013.0,203.25,13.333333333333334,33.5,97.0,0.8333333333333334,14.0,13.25
136,16,64.36363636363636,13.0,13.0,1013.4545454545455,212.1818181818182,12.0,27.90909090909091,97.0,0.0,14.0,9.090909090909092
137,17,0.0,11.818181818181818,11.818181818181818,921.7272727272727,202.45454545454547,10.272727272727273,26.454545454545453,88.18181818181819,0.0,13.636363636363637,0.0
138,18,0.0,13.583333333333334,13.0,1013.0,242.75,10.333333333333334,25.833333333333332,97.0,2.1666666666666665,16.25,0.0
139,19,0.0,14.0,13.0,1013.9166666666666,212.0,12.25,29.333333333333332,97.0,0.08333333333333333,18.0,0.0
140,20,0.0,13.833333333333334,13.0,1014.0,246.83333333333334,12.333333333333334,29.416666666666668,97.0,3.25,18.583333333333332,0.0
141,21,0.0,12.75,12.166666666666666,929.5,203.0,11.083333333333334,29.166666666666668,88.91666666666667,0.25,19.25,0.0
142,22,0.0,12.833333333333334,12.083333333333334,929.5,192.5,11.666666666666666,25.75,88.08333333333333,0.0,19.25,0.0
143,23,0.0,14.0,13.083333333333334,1014.0,223.33333333333334,11.166666666666666,29.166666666666668,96.0,0.0,21.0,0.0
144,0,0.0,1.1666666666666667,1.0833333333333333,84.5,21.25,0.6666666666666666,3.4166666666666665,8.0,0.0,1.75,0.0
145,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0,0.0,11.083333333333334,10.166666666666666,838.25,196.66666666666666,10.666666666666666,27.916666666666668,78.25,8.75,2.5,0.0
176,1,0.0,12.5,11.75,921.25,185.33333333333334,11.0,26.166666666666668,86.75,0.08333333333333333,6.416666666666667,0.0
177,2,0.0,14.0,13.0,1004.8333333333334,202.33333333333334,15.166666666666666,39.083333333333336,91.91666666666667,0.3333333333333333,7.25,0.0
178,3,0.0,13.75,12.75,1004.25,220.41666666666666,15.333333333333334,39.166666666666664,93.83333333333333,6.5,13.083333333333334,0.0
179,4,0.0,14.0,13.0,1003.25,218.25,12.666666666666666,39.5,93.33333333333333,1.5833333333333333,18.083333333333332,0.0
180,5,0.0,12.5,11.75,1003.0833333333334,249.0,15.25,38.416666666666664,94.25,20.0,27.75,0.0
181,6,0.0,11.75,11.25,1003.6666666666666,215.66666666666666,8.666666666666666,27.916666666666668,95.58333333333333,2.1666666666666665,41.333333333333336,0.0
182,7,0.0,11.0,11.0,920.3333333333334,197.66666666666666,4.916666666666667,12.916666666666666,88.0,0.5,38.75,0.0
183,8,5.7,12.3,12.0,1004.0,194.3,4.4,19.1,96.0,1.0,43.1,1.0
184,9,78.81818181818181,12.909090909090908,11.909090909090908,1004.1818181818181,223.36363636363637,11.909090909090908,32.72727272727273,95.72727272727273,9.818181818181818,47.0,9.909090909090908
185,10,200.75,11.416666666666666,11.083333333333334,1004.8333333333334,226.25,6.083333333333333,17.666666666666668,95.5,1.25,53.75,28.333333333333332
186,11,410.3333333333333,13.0,12.0,1003.9166666666666,212.0,4.333333333333333,15.333333333333334,96.0,0.0,54.0,57.583333333333336
187,12,264.75,12.833333333333334,12.0,1002.75,210.41666666666666,10.166666666666666,23.416666666666668,94.83333333333333,3.0833333333333335,55.083333333333336,36.916666666666664
188,13,213.5,12.833333333333334,11.916666666666666,1002.0,209.41666666666666,9.166666666666666,26.75,95.08333333333333,1.4166666666666667,57.75,31.083333333333332
189,14,191.08333333333334,13.5,12.666666666666666,1001.0,207.08333333333334,12.166666666666666,32.916666666666664,95.5,1.6666666666666667,59.5,27.0
190,15,147.0,14.0,13.0,1000.25,214.5,22.333333333333332,43.583333333333336,94.0,0.5833333333333334,61.0,21.0
191,16,64.0,14.0,13.0,1000.0,191.1818181818182,16.181818181818183,45.09090909090909,93.45454545454545,0.9090909090909091,62.09090909090909,7.909090909090909
192,17,0.0,14.0,13.0,999.6363636363636,212.36363636363637,13.0,49.63636363636363,92.0909090909091,0.0,63.0,0.0
193,18,0.0,14.25,13.0,999.25,201.66666666666666,23.583333333333332,52.833333333333336,93.33333333333333,3.3333333333333335,64.66666666666667,0.0
194,19,0.0,10.916666666666666,10.25,833.3333333333334,204.0,12.25,42.833333333333336,79.5,2.1666666666666665,56.833333333333336,0.0
195,20,0.0,11.0,10.0,1001.5833333333334,279.25,6.0,31.333333333333332,96.0,4.583333333333333,74.5,0.0
196,21,0.0,10.166666666666666,9.75,918.8333333333334,229.83333333333334,4.833333333333333,19.916666666666668,87.83333333333333,0.16666666666666666,70.58333333333333,0.0
197,22,0.0,12.333333333333334,11.0,1003.1666666666666,252.41666666666666,10.0,26.0,90.58333333333333,0.0,77.0,0.0
198,23,0.0,13.0,10.666666666666666,1004.3333333333334,264.5833333333333,12.416666666666666,27.416666666666668,85.83333333333333,0.0,77.0,0.0
199,0,0.0,10.833333333333334,8.0,837.5,203.33333333333334,2.6666666666666665,24.0,66.25,0.0,6.416666666666667,0.0
200,1,0.0,12.75,8.166666666666666,1005.4166666666666,271.9166666666667,13.916666666666666,35.166666666666664,75.83333333333333,0.0,0.0,0.0
201,2,0.0,10.5,7.166666666666667,922.4166666666666,250.91666666666666,7.25,24.0,72.58333333333333,0.0,0.0,0.0
202,3,0.0,12.0,8.0,1007.0,266.0,10.0,27.166666666666668,76.5,0.0,0.0,0.0
203,4,0.0,11.75,7.916666666666667,1008.0,259.25,11.0,27.75,77.83333333333333,0.0,0.0,0.0
204,5,0.0,10.833333333333334,7.166666666666667,1008.6666666666666,261.6666666666667,13.0,30.916666666666668,80.08333333333333,2.9166666666666665,1.5833333333333333,0.0
205,6,0.0,10.666666666666666,7.75,1009.6666666666666,277.1666666666667,2.5833333333333335,14.0,82.25,0.0,3.0,0.0
