Hour,Starting minute (inclussive),Ending minute (exclussive),Generated power,TemperatureC,DewpointC,PressurehPa,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2
11,45,50,195,13,12,1013,158,12,16,95,0,10,23
11,50,55,153,14,13,1013,190,3,37,95,4,10,21
11,55,60,110,14,13,1013,158,11,37,95,4,11,16
12,0,5,84,14,13,1013,182,12,40,95,7,11,11
12,5,10,110,14,13,1012,173,9,40,95,7,12,14
12,10,15,169,14,13,1013,176,11,32,95,2,12,16
12,15,20,69,14,13,1013,254,11,30,95,2,12,9
12,20,25,165,14,13,1013,244,12,30,94,12,13,28
12,25,30,279,13,12,1013,221,11,27,95,4,14,40
12,30,35,388,13,12,1013,253,1,19,95,2,14,53
12,35,40,947,13,12,1013,234,3,24,95,1,14,162
12,40,45,1177,13,12,1013,263,0,14,95,1,14,155
12,45,50,914,13,12,1013,263,0,11,96,0,14,125
12,50,55,487,13,12,1013,265,4,11,95,0,14,58
12,55,60,336,13,12,1013,256,14,14,95,0,14,46
13,0,5,374,13,12,1013,262,11,16,95,0,14,54
13,5,10,483,13,12,1013,278,0,14,96,0,14,72
13,10,15,568,13,13,1013,245,0,19,96,0,14,86
13,15,20,621,13,12,1014,256,8,19,95,0,14,84
13,20,25,628,13,13,1014,260,1,12,95,0,14,95
13,25,30,680,13,13,1014,266,9,17,95,0,14,104
13,30,35,537,14,13,1014,265,4,12,95,0,14,88
13,35,40,389,14,13,1014,259,4,14,94,0,14,51
13,40,45,220,14,13,1014,257,0,14,94,0,14,26
13,45,50,794,14,13,1014,255,11,19,94,0,14,125
13,50,55,974,14,13,1014,262,11,19,93,0,14,139
13,55,60,716,14,12,1014,270,16,16,92,0,14,90
14,0,5,668,14,12,1014,269,19,24,87,0,14,105
14,5,10,816,14,11,1014,284,11,24,82,0,14,116
14,10,15,1079,14,10,1014,263,16,29,78,0,14,158
14,15,20,1083,14,10,1014,277,12,29,76,0,14,148
14,20,25,1059,14,10,1014,267,1,27,75,0,14,153
14,25,30,860,14,10,1014,269,30,30,74,0,14,98
14,30,35,514,14,10,1014,273,14,30,72,0,14,77
14,35,40,1017,14,10,1014,256,0,27,73,0,14,128
14,40,45,1468,14,10,1014,250,16,24,75,0,14,301
14,45,50,1675,15,10,1014,257,14,27,76,0,14,325
14,50,55,1683,15,11,1014,259,14,33,76,0,14,267
14,55,60,725,15,10,1014,252,16,33,76,0,14,88
15,0,5,542,14,10,1014,245,17,30,74,0,14,77
15,5,10,496,14,10,1014,267,24,30,74,0,14,76
15,10,15,428,14,10,1014,263,4,27,75,0,14,54
15,15,20,313,14,10,1014,272,12,22,76,0,14,49
15,20,25,363,14,10,1014,262,6,29,76,0,14,62
15,25,30,351,14,10,1014,263,11,29,76,0,14,54
15,30,35,379,14,10,1015,257,14,27,75,0,14,60
15,35,40,344,14,9,1015,288,17,30,73,0,14,53
15,40,45,339,14,9,1015,267,6,30,73,0,14,53
15,45,50,357,14,10,1015,242,17,27,74,0,14,58
15,50,55,321,14,10,1015,253,16,27,75,0,14,49
15,55,60,336,14,10,1015,265,14,25,74,0,14,53
16,0,5,288,14,9,1015,290,3,25,73,0,14,44
16,5,10,294,14,9,1015,282,4,30,73,0,14,47
16,10,15,339,14,9,1015,299,8,30,73,0,14,58
16,15,20,340,14,9,1015,295,11,25,73,0,14,49
16,20,25,237,14,10,1015,278,12,22,74,0,14,35
16,25,30,329,14,10,1015,269,9,25,74,0,14,63
16,30,35,281,14,10,1015,296,8,25,75,0,14,44
16,35,40,199,14,10,1015,259,20,25,74,0,14,30
16,40,45,179,14,9,1015,253,12,29,74,0,14,30
16,45,50,248,14,8,1015,268,14,29,71,0,14,44
16,50,55,174,14,9,1015,250,17,29,72,0,14,21
16,55,60,89,14,9,1016,252,20,20,73,0,14,11
17,0,5,66,14,9,1016,267,6,24,73,0,14,9
17,5,10,51,14,9,1016,290,11,22,74,0,14,5
17,10,15,44,14,9,1016,278,10,20,74,0,14,2
17,15,20,2,14,10,1016,271,9,24,76,0,14,0
17,20,25,0,13,10,1016,264,16,25,76,0,14,0
17,25,30,0,13,10,1016,242,24,25,78,0,14,0
17,30,35,0,13,9,1016,284,3,27,78,0,14,0
17,35,40,0,13,9,1016,265,4,19,79,0,14,0
17,40,45,0,12,9,1017,271,11,14,81,0,14,0
17,45,50,0,12,9,1017,257,0,19,82,3,14,0
17,50,55,0,12,9,1016,231,0,19,84,2,15,0
17,55,60,0,11,9,1016,221,0,8,85,1,15,0
18,0,5,0,11,9,1016,221,0,8,86,1,15,0
18,5,10,0,11,10,1016,221,0,1,87,0,15,0
18,10,15,0,11,10,1016,221,0,0,87,0,15,0
18,15,20,0,11,10,1016,220,0,8,88,0,15,0
18,20,25,0,11,10,1016,219,0,8,88,0,15,0
18,25,30,0,11,10,1016,197,0,9,89,0,15,0
18,30,35,0,11,10,1016,196,0,9,89,0,15,0
18,35,40,0,11,10,1016,198,0,8,90,0,15,0
18,40,45,0,11,10,1017,198,0,8,90,0,15,0
18,45,50,0,11,10,1017,198,4,6,90,0,15,0
18,50,55,0,11,10,1017,284,3,12,90,0,15,0
18,55,60,0,11,10,1017,286,0,12,89,0,15,0
19,0,5,0,11,10,1017,286,0,8,89,0,15,0
19,5,10,0,11,10,1017,286,0,0,88,0,15,0
19,10,15,0,11,10,1017,286,0,0,88,0,15,0
19,15,20,0,11,10,1017,286,0,0,88,0,15,0
19,20,25,0,12,10,1017,286,0,0,88,0,15,0
19,25,30,0,12,10,1017,281,11,11,88,0,15,0
19,30,35,0,12,10,1017,268,14,17,88,0,15,0
19,35,40,0,12,10,1018,294,8,20,87,0,15,0
19,40,45,0,12,10,1018,263,6,17,87,0,15,0
19,45,50,0,12,10,1018,290,11,14,87,0,15,0
19,50,55,0,12,10,1018,277,9,11,86,0,15,0
19,55,60,0,12,10,1018,249,4,17,85,0,15,0
20,0,5,0,12,9,1018,259,9,17,83,0,15,0
20,5,10,0,12,9,1018,260,9,14,81,0,15,0
20,10,15,0,12,9,1018,261,0,12,80,0,15,0
20,15,20,0,12,9,1018,261,0,11,79,0,15,0
20,20,25,0,12,9,1018,272,6,14,79,0,15,0
20,25,30,0,12,9,1018,273,0,14,79,0,15,0
20,30,35,0,12,9,1018,236,0,12,79,0,15,0
20,35,40,0,12,9,1018,257,0,12,80,0,15,0
20,40,45,0,12,9,1018,253,4,14,80,0,15,0
20,45,50,0,12,9,1018,259,4,17,80,0,15,0
20,50,55,0,12,10,1018,197,9,17,81,0,15,0
20,55,60,0,13,9,1018,298,0,19,80,0,15,0
21,0,5,0,12,9,1018,255,12,19,81,0,15,0
21,5,10,0,12,10,1019,270,6,17,82,0,15,0
21,10,15,0,12,9,1019,234,8,16,82,0,15,0
21,15,20,0,12,9,1019,236,0,14,82,0,15,0
21,20,25,0,12,8,1019,267,11,16,81,0,15,0
21,25,30,0,12,8,1019,261,4,16,81,0,15,0
21,30,35,0,12,8,1019,265,3,14,81,0,15,0
21,35,40,0,12,8,1019,291,12,38,81,0,15,0
21,40,45,0,11,9,1019,325,12,38,84,4,15,0
21,45,50,0,11,9,1019,257,17,24,86,2,15,0
21,50,55,0,11,9,1019,288,3,24,88,1,15,0
21,55,60,0,11,9,1019,283,4,19,88,1,15,0
22,0,5,0,11,9,1019,286,6,12,88,0,15,0
22,5,10,0,11,9,1019,265,11,16,88,0,15,0
22,10,15,0,11,9,1019,257,4,17,87,0,15,0
22,15,20,0,11,9,1019,271,4,17,86,0,15,0
22,20,25,0,11,8,1019,268,9,17,85,0,15,0
22,25,30,0,11,8,1019,268,11,19,84,0,15,0
22,30,35,0,11,8,1019,270,0,19,84,0,15,0
22,35,40,0,11,9,1019,270,0,11,85,0,15,0
22,40,45,0,11,9,1019,269,0,12,85,0,15,0
22,45,50,0,11,8,1019,267,6,12,85,0,15,0
22,50,55,0,11,8,1019,267,0,11,85,0,15,0
22,55,60,0,11,8,1019,266,3,12,85,0,15,0
23,0,5,0,11,8,1019,266,4,14,85,0,15,0
23,5,10,0,11,8,1019,265,9,14,84,0,15,0
23,10,15,0,11,8,1019,265,0,12,84,0,15,0
23,15,20,0,11,8,1019,265,0,9,84,0,15,0
23,20,25,0,11,8,1019,264,6,12,84,0,15,0
23,25,30,0,11,8,1019,264,0,12,84,0,15,0
23,30,35,0,11,9,1019,242,0,16,84,0,15,0
23,35,40,0,11,9,1019,229,8,29,85,7,16,0
23,40,45,0,11,9,1020,259,17,29,88,7,17,0
23,45,50,0,10,9,1020,277,6,25,90,4,17,0
23,50,55,0,10,9,1019,257,11,20,90,2,17,0
23,55,60,0,10,9,1019,277,4,20,91,2,17,0
0,0,5,0,10,9,1019,275,0,12,91,1,17,0
0,5,10,0,0,0,0,0,0,0,0,0,0,0
0,10,15,0,10,9,1019,275,0,6,91,0,0,0
0,15,20,0,10,9,1019,275,0,6,91,0,0,0
0,20,25,0,10,9,1019,275,0,0,91,0,0,0
0,25,30,0,10,9,1019,275,0,0,91,0,0,0
0,30,35,0,10,9,1019,275,4,6,91,0,0,0
0,35,40,0,10,9,1019,300,12,17,92,0,0,0
0,40,45,0,10,9,1019,288,3,17,91,0,0,0
0,45,50,0,10,9,1019,294,0,14,91,0,0,0
0,50,55,0,10,9,1019,289,4,14,90,0,0,0
0,55,60,0,10,9,1019,269,1,14,89,0,0,0
1,0,5,0,11,9,1019,269,1,9,89,0,0,0
1,5,10,0,11,8,1019,269,0,4,88,0,0,0
1,10,15,0,10,8,1019,269,0,0,88,0,0,0
1,15,20,0,11,8,1019,269,0,0,88,0,0,0
1,20,25,0,11,8,1019,269,0,0,88,0,0,0
1,25,30,0,11,8,1019,269,0,4,88,0,0,0
1,30,35,0,11,8,1019,269,0,3,87,0,0,0
1,35,40,0,11,8,1019,269,0,4,87,0,0,0
1,40,45,0,11,8,1019,269,3,4,86,0,0,0
1,45,50,0,11,8,1019,269,1,9,85,0,0,0
1,50,55,0,11,8,1019,243,8,19,84,0,0,0
1,55,60,0,11,8,1019,265,12,19,82,0,0,0
2,0,5,0,11,8,1019,319,8,17,81,0,0,0
2,5,10,0,11,8,1020,304,6,17,82,0,0,0
2,10,15,0,11,8,1020,273,0,20,83,5,0,0
2,15,20,0,10,8,1020,264,6,20,84,2,0,0
2,20,25,0,10,8,1020,268,3,12,84,1,0,0
2,25,30,0,10,8,1020,267,1,12,84,0,0,0
2,30,35,0,10,8,1020,267,0,11,84,0,0,0
2,35,40,0,10,8,1020,267,4,6,85,0,0,0
2,40,45,0,10,8,1020,267,0,4,86,0,0,0
2,45,50,0,10,8,1020,261,4,12,86,0,0,0
2,50,55,0,11,8,1020,270,6,12,86,0,0,0
2,55,60,0,11,8,1020,270,3,11,86,0,0,0
3,0,5,0,11,8,1020,270,3,6,85,0,0,0
3,5,10,0,11,8,1020,269,0,11,85,0,0,0
3,10,15,0,11,8,1020,269,1,11,85,0,0,0
3,15,20,0,11,8,1020,269,1,6,84,0,0,0
3,20,25,0,11,8,1020,269,3,9,84,0,0,0
3,25,30,0,11,8,1020,269,3,9,83,0,0,0
3,30,35,0,11,8,1020,275,11,12,83,0,0,0
3,35,40,0,11,8,1020,269,6,14,83,0,0,0
3,40,45,0,11,8,1020,267,9,19,82,0,0,0
3,45,50,0,11,8,1020,264,6,19,81,0,0,0
3,50,55,0,11,8,1020,261,0,11,81,0,0,0
3,55,60,0,11,8,1020,264,9,19,81,0,0,0
4,0,5,0,11,8,1020,267,6,19,80,0,0,0
4,5,10,0,11,8,1020,265,4,14,80,0,0,0
4,10,15,0,11,8,1020,264,4,14,79,0,0,0
4,15,20,0,11,8,1020,264,3,12,80,0,0,0
4,20,25,0,11,8,1020,264,0,9,80,0,0,0
4,25,30,0,11,8,1020,263,6,11,80,0,0,0
4,30,35,0,11,8,1020,265,4,11,79,0,0,0
4,35,40,0,11,7,1021,290,1,14,77,0,0,0
4,40,45,0,11,7,1021,282,3,14,75,0,0,0
4,45,50,0,11,7,1021,282,4,12,75,0,0,0
4,50,55,0,11,7,1021,283,0,8,75,0,0,0
4,55,60,0,11,7,1021,287,8,14,75,0,0,0
5,0,5,0,11,7,1021,275,11,16,74,0,0,0
5,5,10,0,11,7,1021,274,0,16,73,0,0,0
5,10,15,0,11,7,1021,278,6,12,73,0,0,0
5,15,20,0,11,6,1021,265,4,17,71,0,0,0
5,20,25,0,11,6,1021,275,4,12,70,0,0,0
5,25,30,0,11,6,1021,263,0,17,70,0,0,0
5,30,35,0,11,6,1021,280,6,16,70,0,0,0
5,35,40,0,11,6,1021,280,0,11,71,0,0,0
5,40,45,0,11,6,1021,281,3,8,71,0,0,0
5,45,50,0,11,6,1021,281,3,8,72,0,0,0
5,50,55,0,11,7,1021,281,0,8,74,0,0,0
5,55,60,0,11,7,1021,281,0,8,75,0,0,0
6,0,5,0,11,7,1021,281,3,4,77,0,0,0
6,5,10,0,11,7,1021,281,0,4,78,0,0,0
6,10,15,0,11,7,1021,281,0,3,79,0,0,0
6,15,20,0,11,7,1021,281,0,0,79,0,0,0
6,20,25,0,11,7,1021,281,0,0,80,0,0,0
6,25,30,0,11,7,1021,281,0,0,80,0,0,0
6,30,35,0,11,7,1021,281,0,0,80,0,0,0
6,35,40,0,11,7,1021,281,0,0,80,0,0,0
6,40,45,0,11,7,1021,281,0,0,80,0,0,0
6,45,50,0,11,7,1021,281,0,0,80,0,0,0
6,50,55,0,10,7,1021,281,0,0,80,0,0,0
6,55,60,0,10,7,1021,281,0,0,81,0,0,0
7,0,5,0,10,7,1021,281,0,0,81,0,0,0
7,5,10,0,10,7,1021,281,0,0,82,0,0,0
7,10,15,0,10,7,1021,281,0,0,83,0,0,0
7,15,20,0,10,7,1021,281,0,0,84,0,0,0
7,20,25,0,10,7,1021,281,0,0,84,0,0,0
7,25,30,0,9,7,1021,281,0,0,85,0,0,0
7,30,35,0,9,7,1021,281,0,0,86,0,0,0
7,35,40,0,0,0,0,0,0,0,0,0,0,0
7,40,45,0,9,7,1022,281,0,0,86,0,0,0
7,45,50,0,9,7,1022,281,0,0,87,0,0,0
7,50,55,0,9,7,1022,281,0,0,87,0,0,0
7,55,60,0,9,7,1022,248,0,11,87,0,1,0
8,0,5,0,10,8,1022,248,0,11,88,0,1,0
8,5,10,0,10,8,1022,248,0,0,87,0,1,0
8,10,15,37,10,7,1022,248,0,0,87,0,1,5
8,15,20,61,9,7,1022,248,0,0,87,0,1,7
8,20,25,73,9,7,1022,248,0,0,87,0,1,9
8,25,30,103,9,7,1022,248,0,0,87,0,1,12
8,30,35,242,9,8,1022,248,0,0,88,0,1,28
8,35,40,500,9,7,1022,248,0,0,88,0,1,58
8,40,45,623,9,7,1022,248,0,0,88,0,1,90
8,45,50,663,9,7,1022,248,0,0,89,0,1,118
8,50,55,519,9,8,1022,248,0,0,90,0,1,105
8,55,60,534,10,8,1022,248,0,1,90,0,1,114
9,0,5,410,10,8,1022,248,0,1,91,0,1,90
9,5,10,348,10,8,1022,248,0,0,90,0,1,97
9,10,15,292,10,8,1022,248,0,0,90,0,1,104
9,15,20,272,10,8,1023,248,3,6,89,0,1,104
9,20,25,286,10,8,1023,166,0,9,88,0,1,49
9,25,30,280,10,8,1023,166,0,9,89,0,1,130
9,30,35,239,10,8,1023,165,6,8,88,0,1,135
9,35,40,221,10,8,1023,165,0,9,88,0,1,132
9,40,45,310,10,8,1023,165,0,8,89,0,1,167
9,45,50,324,11,8,1023,164,0,1,88,0,1,183
9,50,55,343,10,8,1023,161,0,9,88,0,1,190
9,55,60,392,10,8,1023,161,0,9,87,0,1,209
10,0,5,372,11,8,1023,161,0,1,87,0,1,104
10,5,10,378,11,8,1023,161,0,1,87,0,1,220
10,10,15,433,11,9,1023,161,0,1,87,0,1,239
10,15,20,722,11,9,1023,161,0,1,87,0,1,276
10,20,25,671,11,9,1023,161,0,6,86,0,1,290
10,25,30,619,11,9,1023,161,0,9,86,0,1,239
10,30,35,883,11,9,1023,151,0,4,86,0,1,279
10,35,40,868,11,10,1023,150,0,1,85,0,1,318
10,40,45,1218,11,9,1023,150,0,8,84,0,1,316
10,45,50,1575,12,9,1023,150,0,8,84,0,1,330
10,50,55,1830,12,10,1023,150,0,1,84,0,1,350
10,55,60,1936,12,10,1023,150,0,6,84,0,1,373
11,0,5,1062,12,9,1023,153,3,12,81,0,1,174
11,5,10,1882,12,9,1023,146,4,12,81,0,1,381
11,10,15,2093,12,9,1023,147,4,11,81,0,1,387
11,15,20,1976,12,9,1023,146,3,11,81,0,1,367
11,20,25,1820,13,9,1023,171,0,11,80,0,1,345
11,25,30,1857,13,9,1023,163,0,12,79,0,1,346
11,30,35,2019,13,9,1023,160,0,12,77,0,1,352
11,35,40,2174,13,9,1023,165,3,12,78,0,1,357
11,40,45,2241,13,9,1023,182,6,11,76,0,1,371
11,45,50,2424,13,9,1023,180,0,11,77,0,1,383
11,50,55,2401,13,9,1022,165,0,12,76,0,1,406
11,55,60,2328,13,9,1022,184,0,12,75,0,1,401
12,0,5,2279,13,8,1022,198,9,11,73,0,1,401
12,5,10,1946,13,9,1022,189,0,11,75,0,1,406
12,10,15,1973,13,8,1022,197,6,12,73,0,1,250
12,15,20,1865,13,8,1022,183,4,12,72,0,1,385
12,20,25,2433,13,9,1022,197,0,11,73,0,1,380
12,25,30,2512,13,8,1022,217,6,12,72,0,1,427
12,30,35,2509,13,8,1022,194,9,12,73,0,1,413
12,35,40,2463,13,8,1022,237,3,17,73,0,1,415
12,40,45,2439,13,9,1022,184,9,17,73,0,1,401
12,45,50,2636,13,8,1022,227,9,16,73,0,1,420
12,50,55,2335,13,8,1022,178,8,17,71,0,1,411
12,55,60,2159,13,8,1022,206,7,16,72,0,1,316
13,0,5,2526,14,8,1022,202,3,11,72,0,1,394
13,5,10,2456,13,8,1022,235,0,12,71,0,1,396
13,10,15,1101,13,8,1022,201,11,14,72,0,1,86
13,15,20,683,13,8,1022,171,8,16,74,0,1,111
13,20,25,738,13,8,1022,176,0,16,75,0,1,105
13,25,30,1340,13,8,1022,207,3,11,76,0,1,195
13,30,35,1492,13,8,1022,182,6,12,75,0,1,146
13,35,40,1998,13,8,1022,182,0,12,75,0,1,534
13,40,45,1863,13,9,1022,211,9,12,75,0,1,411
13,45,50,1263,14,9,1022,173,11,12,74,0,1,380
13,50,55,1158,13,9,1022,207,6,16,73,0,1,364
13,55,60,1082,13,9,1022,184,0,16,74,0,1,362
14,0,5,1069,13,8,1022,198,8,16,74,0,1,320
14,5,10,996,13,9,1022,210,12,14,73,0,1,281
14,10,15,918,13,8,1022,211,6,16,73,0,1,95
14,15,20,1168,13,9,1022,197,0,11,74,0,1,336
14,20,25,1207,13,8,1022,176,4,14,74,0,1,302
14,25,30,1418,13,9,1022,217,0,12,74,0,1,330
14,30,35,1322,13,9,1022,171,8,14,74,0,1,197
14,35,40,925,13,9,1022,215,4,14,73,0,1,172
14,40,45,971,13,9,1022,193,4,11,74,0,1,288
14,45,50,1173,13,9,1022,170,6,16,75,0,1,149
14,50,55,1024,13,9,1022,182,9,16,76,0,1,128
14,55,60,705,13,10,1022,194,6,11,78,0,1,105
15,0,5,1073,13,9,1022,194,0,11,78,0,1,276
15,5,10,992,13,9,1022,171,0,14,77,0,1,81
15,10,15,412,13,9,1022,200,3,14,77,0,1,69
15,15,20,317,13,9,1022,205,0,14,77,0,1,47
